Brand,Country,Delivered.to.Client.Date,Delivery.Recorded.Date,Dosage,Dosage Form,Fulfill.Via,ID,Item.Description,Manufacturing.Site.Split,Po / So #,PO.Sent.to.Vendor.Date,PO.Sent.to.Vendor.Date (group),Pq #,PQ.First.Sent.to.Client.Date,PQ.First.Sent.to.Client.Date (group),PQ.First.Sent.to.Client.Date(group),Product.Group,Scheduled.Delivery.Date,Shipment.Mode,Sub.Classification,Vendor.INCO.Term,Vendor.Split,Freight.Cost (USD),Item.Throughput,Line.Item. Quantity,Line.Item.Insurance (USD),Line.Item.Value,Pack.Price,Unit.of.Measure (Per Pack),Unit.Price,Weight (Kilograms)
Generic,Tanzania,23/09/2011,23/09/2011,600/200/300mg,Tablet.FDC,From RDC,8570,"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg, tablets, 30 Tabs",Mylan,SO-40710,N/A - From RDC,N/A - From RDC,FPQ-6713,12/2/2010,12/2/2010,2010,ARV,29/09/2011,Truck,Adult,N/A - From RDC,SCMS,2094.34,2274.5,68235,2242.75,1359241.2,19.92,30,0.66,83
Generic,Tanzania,1/06/2011,1/06/2011,600/200/300mg,Tablet.FDC,From RDC,9003,"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg, tablets, 30 Tabs",Mylan,SO-39440,N/A - From RDC,N/A - From RDC,FPQ-6713,12/2/2010,12/2/2010,2010,ARV,28/04/2011,Truck,Adult,N/A - From RDC,SCMS,3859,940,28200,926.88,561744,19.92,30,0.66,3076
Generic,Tanzania,23/09/2011,23/09/2011,600/200/300mg,Tablet.FDC,From RDC,9015,"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg, tablets, 30 Tabs",Mylan,SO-38172,N/A - From RDC,N/A - From RDC,FPQ-6713,12/2/2010,12/2/2010,2010,ARV,3/10/2011,Truck,Adult,N/A - From RDC,SCMS,1047.17,114.266666667,3428,112.67,68285.76,19.92,30,0.66,396
Generic,Tanzania,5/06/2014,12/06/2014,600/300/300mg,Tablet.FDC,From RDC,9248,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Hetero,SO-45743,N/A - From RDC,N/A - From RDC,FPQ-12354,5/16/2013,5/16/2013,2013,ARV,1/06/2014,Truck,Adult,N/A - From RDC,SCMS,13765.17,5040.266666667,151208,1967.71,1590708.16,10.52,30,0.35,20501
Generic,Tanzania,18/06/2014,1/07/2014,600/300/300mg,Tablet.FDC,From RDC,6935,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Mylan,SO-45740,N/A - From RDC,N/A - From RDC,FPQ-12354,5/16/2013,5/16/2013,2013,ARV,5/05/2014,Truck,Adult,N/A - From RDC,SCMS,7083.18,3897.7,116931,1559.26,1260516.18,10.78,30,0.36,13280
Generic,Tanzania,19/02/2014,24/02/2014,600/300/300mg,Tablet.FDC,From RDC,6918,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Mylan,SO-45742,N/A - From RDC,N/A - From RDC,FPQ-12354,5/16/2013,5/16/2013,2013,ARV,31/01/2014,Truck,Adult,N/A - From RDC,SCMS,3541.59,1535.533333333,46066,619.41,500737.42,10.87,30,0.36,5175
Generic,Tanzania,20/01/2014,29/01/2014,600/300/300mg,Tablet.FDC,From RDC,7364,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Mylan,SO-45741,N/A - From RDC,N/A - From RDC,FPQ-12354,5/16/2013,5/16/2013,2013,ARV,31/01/2014,Truck,Adult,N/A - From RDC,SCMS,7134.39,2292.066666667,68762,948.4,766696.3,11.15,30,0.37,8456
Generic,Tanzania,25/09/2014,7/11/2014,200/300mg,Tablet.FDC,From RDC,6954,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg, tablets, 30 Tabs",Aurobindo,SO-46001,N/A - From RDC,N/A - From RDC,FPQ-12587,7/4/2013,7/4/2013,2013,ARV,18/09/2014,Truck,Adult,N/A - From RDC,SCMS,10010.15,733.4,22002,156.22,126291.48,5.74,30,0.19,2003
Generic,Tanzania,25/09/2014,7/11/2014,200/300mg,Tablet.FDC,From RDC,9238,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg, tablets, 30 Tabs",Aurobindo,SO-48290,N/A - From RDC,N/A - From RDC,FPQ-12587,7/4/2013,7/4/2013,2013,ARV,15/09/2014,Truck,Adult,N/A - From RDC,SCMS,2317.16,51.4,1542,10.95,8851.08,5.74,30,0.19,9400
Generic,Tanzania,2/05/2014,7/05/2014,200/300mg,Tablet.FDC,From RDC,6923,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg, tablets, 30 Tabs",Aurobindo,SO-46002,N/A - From RDC,N/A - From RDC,FPQ-12587,7/4/2013,7/4/2013,2013,ARV,30/04/2014,Truck,Adult,N/A - From RDC,SCMS,6010.2,697.366666667,20921,151.91,122806.27,5.87,30,0.2,6692
Generic,Tanzania,25/02/2014,13/03/2014,200/300mg,Tablet.FDC,From RDC,7366,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg, tablets, 30 Tabs",Aurobindo,SO-45995,N/A - From RDC,N/A - From RDC,FPQ-12587,7/4/2013,7/4/2013,2013,ARV,31/12/2013,Truck,Adult,N/A - From RDC,SCMS,5989.25,72.6,2178,15.81,12784.86,5.87,30,0.2,2304
Generic,Tanzania,19/02/2014,24/02/2014,200/300mg,Tablet.FDC,From RDC,7827,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg, tablets, 30 Tabs",Aurobindo,SO-45999,N/A - From RDC,N/A - From RDC,FPQ-12587,7/4/2013,7/4/2013,2013,ARV,31/01/2014,Truck,Adult,N/A - From RDC,SCMS,7083.18,1333.333333333,40000,290.45,234800,5.87,30,0.2,7393
Generic,Tanzania,21/06/2014,1/07/2014,200/300mg,Tablet.FDC,From RDC,6938,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg, tablets, 30 Tabs",Mylan,SO-45990,N/A - From RDC,N/A - From RDC,FPQ-12587,7/4/2013,7/4/2013,2013,ARV,30/06/2014,Truck,Adult,N/A - From RDC,SCMS,3623.2,342.233333333,10267,72.9,58932.58,5.74,30,0.19,816
Generic,Tanzania,10/06/2014,12/06/2014,200/300mg,Tablet.FDC,From RDC,8324,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg, tablets, 30 Tabs",Mylan,SO-46006,N/A - From RDC,N/A - From RDC,FPQ-12587,7/4/2013,7/4/2013,2013,ARV,30/06/2014,Truck,Adult,N/A - From RDC,SCMS,5989.25,1157.766666667,34733,246.62,199367.42,5.74,30,0.19,2746
Generic,Tanzania,22/04/2013,22/04/2013,200/300mg,Tablet.FDC,From RDC,9151,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg, tablets, 30 Tabs",Mylan,SO-44370,N/A - From RDC,N/A - From RDC,FPQ-11393,12/30/2012,12/30/2012,2012,ARV,31/05/2013,Truck,Adult,N/A - From RDC,SCMS,3300.95,1050.4,31512,236.61,191277.84,6.07,30,0.2,2635
Generic,Tanzania,10/09/2013,10/09/2013,200/300mg,Tablet.FDC,From RDC,7334,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg, tablets, 30 Tabs",Mylan,SO-44983,N/A - From RDC,N/A - From RDC,FPQ-12015,4/2/2013,4/2/2013,2013,ARV,15/10/2013,Truck,Adult,N/A - From RDC,SCMS,8057.19,866.666666667,26000,188.79,152620,5.87,30,0.2,3888
Generic,Tanzania,2/04/2013,2/04/2013,200/300mg,Tablet.FDC,From RDC,7308,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg, tablets, 30 Tabs",Mylan,SO-43131,N/A - From RDC,N/A - From RDC,FPQ-10545,8/24/2012,8/24/2012,2012,ARV,31/03/2013,Truck,Adult,N/A - From RDC,SCMS,4529.5,500.9,15027,127.88,91213.89,6.07,30,0.2,1248
Generic,Tanzania,22/04/2013,22/04/2013,200/300mg,Tablet.FDC,From RDC,7766,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg, tablets, 30 Tabs",Mylan,SO-43130,N/A - From RDC,N/A - From RDC,FPQ-10545,8/24/2012,8/24/2012,2012,ARV,31/05/2013,Truck,Adult,N/A - From RDC,SCMS,3300.95,801.4,24042,204.6,145934.94,6.07,30,0.2,2006
Generic,Uganda,25/11/2014,28/11/2014,600/300mg,Tablet.FDC,From RDC,9290,"Abacavir/Lamivudine 600/300mg, tablets, 30 Tabs",Mylan,SO-49020,N/A - From RDC,N/A - From RDC,FPQ-14396,6/4/2014,6/4/2014,2014,ARV,31/10/2014,Truck,Adult,N/A - From RDC,SCMS,2016.1,180.1,5403,75.09,73048.56,13.52,30,0.45,490
Generic,Uganda,20/03/2013,20/03/2013,600/300mg,Tablet.FDC,From RDC,7309,"Abacavir/Lamivudine 600/300mg, scored tablets, 30 Tabs",Mylan,SO-43871,N/A - From RDC,N/A - From RDC,FPQ-11133,12/13/2012,12/13/2012,2012,ARV,28/06/2013,Truck,Adult,N/A - From RDC,SCMS,6585.03,192,5760,99.47,80409.6,13.96,30,0.47,610
Generic,Uganda,3/05/2011,3/05/2011,600/200/300mg,Tablet.FDC,From RDC,8540,"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg, tablets, 30 Tabs",Mylan,SO-39320,N/A - From RDC,N/A - From RDC,FPQ-6901,12/22/2010,12/22/2010,2010,ARV,20/04/2011,Truck,Adult,N/A - From RDC,SCMS,4647.66,220,6600,216.93,131472,19.92,30,0.66,720
Generic,Uganda,12/08/2011,12/08/2011,600/200/300mg,Tablet.FDC,From RDC,7619,"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg, tablets, 30 Tabs",Mylan,SO-39060,N/A - From RDC,N/A - From RDC,FPQ-7267,3/4/2011,3/4/2011,2011,ARV,31/07/2011,Truck,Adult,N/A - From RDC,SCMS,2886.12,111,3330,109.45,66333.6,19.92,30,0.66,370
Generic,Uganda,6/09/2011,6/09/2011,600/200/300mg,Tablet.FDC,From RDC,10008,"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg, tablets, 30 Tabs",Mylan,SO-39070,N/A - From RDC,N/A - From RDC,FPQ-7267,3/4/2011,3/4/2011,2011,ARV,20/09/2011,Truck,Adult,N/A - From RDC,SCMS,2886.92,112,3360,110.44,66931.2,19.92,30,0.66,617
Generic,Uganda,24/02/2015,24/02/2015,600/300/300mg,Tablet.FDC,From RDC,7903,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Aurobindo,SO-50090,N/A - From RDC,N/A - From RDC,FPQ-15294,11/3/2014,11/3/2014,2014,ARV,27/02/2015,Truck,Adult,N/A - From RDC,SCMS,4438,78.7,2361,28.48,24200.25,10.25,30,0.34,1255
Generic,Uganda,24/01/2015,3/02/2015,600/300/300mg,Tablet.FDC,From RDC,7432,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Aurobindo,SO-48993,N/A - From RDC,N/A - From RDC,FPQ-14396,6/4/2014,6/4/2014,2014,ARV,16/02/2015,Truck,Adult,N/A - From RDC,SCMS,8248.28,974.9,29247,324.11,315282.66,10.78,30,0.36,5324
Generic,Uganda,18/07/2013,18/07/2013,600/300/300mg,Tablet.FDC,From RDC,7784,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Hetero,SO-43870,N/A - From RDC,N/A - From RDC,FPQ-11133,12/13/2012,12/13/2012,2012,ARV,31/07/2013,Truck,Adult,N/A - From RDC,SCMS,13743.46,1209.1,36273,472.03,381591.96,10.52,30,0.35,4846
Generic,Uganda,15/07/2014,16/07/2014,600/300/300mg,Tablet.FDC,From RDC,7390,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Hetero,SO-46861,N/A - From RDC,N/A - From RDC,FPQ-13107,10/16/2013,10/16/2013,2013,ARV,4/07/2014,Truck,Adult,N/A - From RDC,SCMS,24362.92,1029.133333333,30874,353.88,344245.1,11.15,30,0.37,4133
Generic,Uganda,16/01/2015,26/01/2015,600/300/300mg,Tablet.FDC,From RDC,7893,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Mylan,SO-50051,N/A - From RDC,N/A - From RDC,FPQ-15294,11/3/2014,11/3/2014,2014,ARV,15/06/2015,Truck,Adult,N/A - From RDC,SCMS,40616.15,11666.666666667,350000,4020.63,3416000,9.76,30,0.33,41041
Generic,Uganda,5/01/2015,6/01/2015,600/300/300mg,Tablet.FDC,From RDC,8847,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Mylan,SO-48992,N/A - From RDC,N/A - From RDC,FPQ-14396,6/4/2014,6/4/2014,2014,ARV,30/01/2015,Truck,Adult,N/A - From RDC,SCMS,6948.04,1500,45000,498.68,485100,10.78,30,0.36,5083
Generic,Uganda,5/02/2013,5/02/2013,600/300/300mg,Tablet.FDC,From RDC,8199,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Mylan,SO-42810,N/A - From RDC,N/A - From RDC,FPQ-10328,7/11/2012,7/11/2012,2012,ARV,5/02/2013,Truck,Adult,N/A - From RDC,SCMS,111318.14,3762.433333333,112873,1916.38,1366892.03,12.11,30,0.4,12838
Generic,Uganda,19/11/2012,19/11/2012,600/300/300mg,Tablet.FDC,From RDC,6821,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Mylan,SO-42811,N/A - From RDC,N/A - From RDC,FPQ-10328,7/11/2012,7/11/2012,2012,ARV,31/12/2012,Truck,Adult,N/A - From RDC,SCMS,131278.81,4167.133333333,125014,2325.83,1658935.78,13.27,30,0.44,14275
Generic,Uganda,9/08/2013,9/08/2013,300/300mg,Tablet.FDC,From RDC,7327,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Aurobindo,SO-43900,N/A - From RDC,N/A - From RDC,FPQ-11133,12/13/2012,12/13/2012,2012,ARV,30/07/2013,Truck,Adult,N/A - From RDC,SCMS,8800.81,870.4,26112,151.81,122726.4,4.7,30,0.16,2444
Generic,Uganda,4/06/2013,4/06/2013,300/300mg,Tablet.FDC,From RDC,9159,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Aurobindo,SO-43880,N/A - From RDC,N/A - From RDC,FPQ-11133,12/13/2012,12/13/2012,2012,ARV,4/06/2013,Truck,Adult,N/A - From RDC,SCMS,11803.13,898,26940,156.63,126618,4.7,30,0.16,2517
Generic,Uganda,30/05/2013,30/05/2013,300/300mg,Tablet.FDC,From RDC,9657,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Aurobindo,SO-43881,N/A - From RDC,N/A - From RDC,FPQ-11133,12/13/2012,12/13/2012,2012,ARV,31/05/2013,Truck,Adult,N/A - From RDC,SCMS,1034.64,46,1380,8.02,6486,4.7,30,0.16,142
Generic,Uganda,16/10/2013,29/10/2013,300/300mg,Tablet.FDC,From RDC,7335,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Aurobindo,SO-45541,N/A - From RDC,N/A - From RDC,FPQ-12253,5/8/2013,5/8/2013,2013,ARV,12/09/2013,Truck,Adult,N/A - From RDC,SCMS,4234.12,146.766666667,4403,25.6,20694.1,4.7,30,0.16,703
Generic,Uganda,25/02/2015,5/03/2015,300/300mg,Tablet.FDC,From RDC,7008,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Cipla,SO-48994,N/A - From RDC,N/A - From RDC,FPQ-14396,6/4/2014,6/4/2014,2014,ARV,27/02/2015,Truck,Adult,N/A - From RDC,SCMS,10011.25,636.2,19086,90.84,88368.18,4.63,30,0.15,2389
Generic,Uganda,24/01/2015,27/01/2015,300/300mg,Tablet.FDC,From RDC,7896,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Cipla,SO-48972,N/A - From RDC,N/A - From RDC,FPQ-14396,6/4/2014,6/4/2014,2014,ARV,2/02/2015,Truck,Adult,N/A - From RDC,SCMS,1319.21,480.666666667,14420,68.63,66764.6,4.63,30,0.15,1467
Generic,Uganda,4/06/2015,15/06/2015,300/300mg,Tablet.FDC,From RDC,7457,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Hetero,SO-50054,N/A - From RDC,N/A - From RDC,FPQ-15294,11/3/2014,11/3/2014,2014,ARV,15/06/2015,Truck,Adult,N/A - From RDC,SCMS,6126.12,1375.266666667,41258,224.35,190611.96,4.62,30,0.15,4964
Generic,Uganda,3/12/2014,4/12/2014,300/300mg,Tablet.FDC,From RDC,6995,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Hetero,SO-48970,N/A - From RDC,N/A - From RDC,FPQ-14396,6/4/2014,6/4/2014,2014,ARV,28/11/2014,Truck,Adult,N/A - From RDC,SCMS,6852.08,1417.7,42531,202.43,196918.53,4.63,30,0.15,7043
Generic,Uganda,7/03/2014,12/03/2014,300/300mg,Tablet.FDC,From RDC,7372,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Hetero,SO-45530,N/A - From RDC,N/A - From RDC,FPQ-12253,5/8/2013,5/8/2013,2013,ARV,28/02/2014,Truck,Adult,N/A - From RDC,SCMS,16821.66,1360,40800,237.21,191760,4.7,30,0.16,4187
Generic,Uganda,19/03/2014,20/03/2014,300/300mg,Tablet.FDC,From RDC,8767,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Hetero,SO-45531,N/A - From RDC,N/A - From RDC,FPQ-12253,5/8/2013,5/8/2013,2013,ARV,31/01/2014,Truck,Adult,N/A - From RDC,SCMS,6951.84,1760,52800,306.97,248160,4.7,30,0.16,5412
Generic,Uganda,24/09/2012,24/09/2012,300/300mg,Tablet.FDC,From RDC,8175,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Hetero,SO-41596,N/A - From RDC,N/A - From RDC,FPQ-9355,2/20/2012,2/20/2012,2012,ARV,5/10/2012,Truck,Adult,N/A - From RDC,SCMS,2175.07,187.3,5619,42.23,30117.84,5.36,30,0.18,596
Generic,Uganda,31/10/2012,31/10/2012,300/300mg,Tablet.FDC,From RDC,10108,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Hetero,SO-42082,N/A - From RDC,N/A - From RDC,FPQ-9875,5/9/2012,5/9/2012,2012,ARV,31/10/2012,Truck,Adult,N/A - From RDC,SCMS,11846.85,635.933333333,19078,148.18,105692.12,5.54,30,0.18,2030
Generic,Uganda,19/11/2012,19/11/2012,300/300mg,Tablet.FDC,From RDC,6822,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Hetero,SO-42900,N/A - From RDC,N/A - From RDC,FPQ-10357,7/18/2012,7/18/2012,2012,ARV,10/12/2012,Truck,Adult,N/A - From RDC,SCMS,24772.95,881.066666667,26432,198.63,141675.52,5.36,30,0.18,5212
Generic,Uganda,5/02/2013,5/02/2013,300/300mg,Tablet.FDC,From RDC,9618,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Hetero,SO-42901,N/A - From RDC,N/A - From RDC,FPQ-10357,7/18/2012,7/18/2012,2012,ARV,5/02/2013,Truck,Adult,N/A - From RDC,SCMS,673.25,1.6,48,0.36,257.28,5.36,30,0.18,5
Generic,Uganda,8/11/2013,27/11/2013,300/300mg,Tablet.FDC,From RDC,9689,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Mylan,SO-45542,N/A - From RDC,N/A - From RDC,FPQ-12253,5/8/2013,5/8/2013,2013,ARV,21/10/2013,Truck,Adult,N/A - From RDC,SCMS,5591.3,723.633333333,21709,126.21,102032.3,4.7,30,0.16,1713
Generic,Uganda,18/05/2012,18/05/2012,300/300mg,Tablet.FDC,From RDC,6769,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Mylan,SO-41510,N/A - From RDC,N/A - From RDC,FPQ-9321,2/10/2012,2/10/2012,2012,ARV,3/07/2012,Truck,Adult,N/A - From RDC,SCMS,3758.4,50,1500,11.65,8310,5.54,30,0.18,729
Generic,Uganda,9/03/2012,9/03/2012,300/300mg,Tablet.FDC,From RDC,9539,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Mylan,SO-40942,N/A - From RDC,N/A - From RDC,FPQ-8522,10/5/2011,10/5/2011,2011,ARV,30/03/2012,Truck,Adult,N/A - From RDC,SCMS,3571.6,192.833333333,5785,58.04,35172.8,6.08,30,0.2,460
Generic,Uganda,26/09/2011,26/09/2011,300/300mg,Tablet.FDC,From RDC,9495,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Mylan,SO-38803,N/A - From RDC,N/A - From RDC,FPQ-7162,2/14/2011,2/14/2011,2011,ARV,30/09/2011,Truck,Adult,N/A - From RDC,SCMS,4911.39,166.666666667,5000,67.9,41150,8.23,30,0.27,607
Generic,Uganda,24/08/2011,24/08/2011,300/300mg,Tablet.FDC,From RDC,7625,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Mylan,SO-40230,N/A - From RDC,N/A - From RDC,FPQ-8048,7/13/2011,7/13/2011,2011,ARV,22/09/2011,Truck,Adult,N/A - From RDC,SCMS,4376.56,248.033333333,7441,101.05,61239.43,8.23,30,0.27,656
Generic,Uganda,14/07/2011,14/07/2011,300/300mg,Tablet.FDC,From RDC,7613,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Mylan,SO-39970,N/A - From RDC,N/A - From RDC,FPQ-7162,2/14/2011,2/14/2011,2011,ARV,30/06/2011,Truck,Adult,N/A - From RDC,SCMS,19673.48,1000,30000,436.59,264600,8.82,30,0.29,2641
Generic,Uganda,1/06/2011,1/06/2011,300/300mg,Tablet.FDC,From RDC,8541,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Mylan,SO-39140,N/A - From RDC,N/A - From RDC,FPQ-7395,3/11/2011,3/11/2011,2011,ARV,6/06/2011,Truck,Adult,N/A - From RDC,SCMS,3397.95,85.3,2559,37.24,22570.38,8.82,30,0.29,338
Generic,Uganda,25/03/2010,25/03/2010,300/300mg,Tablet.FDC,From RDC,8919,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Mylan,SO-34990,N/A - From RDC,N/A - From RDC,FPQ-4496,10/28/2009,2009,2009,ARV,26/03/2010,Truck,Adult,N/A - From RDC,SCMS,3522.52,122.666666667,3680,79.34,36800,10,30,0.33,328
Generic,Uganda,15/05/2015,17/05/2015,300/300mg,Tablet.FDC,From RDC,10292,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Ranbaxy,SO-48990,N/A - From RDC,N/A - From RDC,FPQ-14396,6/4/2014,6/4/2014,2014,ARV,31/03/2015,Truck,Adult,N/A - From RDC,SCMS,2564.94,912.166666667,27365,129.12,125605.35,4.59,30,0.15,2885
Generic,Zambia,24/01/2014,31/01/2014,600/200/300mg,Tablet.FDC,From RDC,7815,"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg, tablets, 30 Tabs",Aurobindo,SO-45080,N/A - From RDC,N/A - From RDC,FPQ-12066,4/19/2013,4/19/2013,2013,ARV,24/01/2014,Truck,Adult,N/A - From RDC,SCMS,34019.61,8967.666666667,269030,4093.32,3309069,12.3,30,0.41,30923
Generic,Zambia,25/03/2014,4/04/2014,600/200/300mg,Tablet.FDC,From RDC,7835,"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg, tablets, 30 Tabs",Cipla,SO-45082,N/A - From RDC,N/A - From RDC,FPQ-12066,4/19/2013,4/19/2013,2013,ARV,28/02/2014,Truck,Adult,N/A - From RDC,SCMS,3526.69,850.366666667,25511,375.21,303325.79,11.89,30,0.4,3041
Generic,Zambia,24/01/2014,17/03/2014,600/200/300mg,Tablet.FDC,From RDC,8748,"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg, tablets, 30 Tabs",Cipla,SO-45081,N/A - From RDC,N/A - From RDC,FPQ-12066,4/19/2013,4/19/2013,2013,ARV,24/01/2014,Truck,Adult,N/A - From RDC,SCMS,30981.39,3353.966666667,100619,1530.93,1237613.7,12.3,30,0.41,47387
Generic,Zambia,6/08/2013,6/08/2013,600/200/300mg,Tablet.FDC,From RDC,9171,"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg, tablets, 30 Tabs",Cipla,SO-43831,N/A - From RDC,N/A - From RDC,FPQ-11032,11/28/2012,11/28/2012,2012,ARV,23/07/2013,Truck,Adult,N/A - From RDC,SCMS,42040.3,1792.9,53787,862.29,697079.52,12.96,30,0.43,6342
Generic,Zambia,22/03/2013,22/03/2013,600/200/300mg,Tablet.FDC,From RDC,7304,"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg, tablets, 30 Tabs",Cipla,SO-43452,N/A - From RDC,N/A - From RDC,FPQ-10728,10/5/2012,10/5/2012,2012,ARV,15/03/2013,Truck,Adult,N/A - From RDC,SCMS,11520.85,3333.333333333,100000,1919.34,1369000,13.69,30,0.46,10442
Generic,Zambia,25/03/2014,4/04/2014,600/200/300mg,Tablet.FDC,From RDC,10225,"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg, tablets, 30 Tabs",Hetero,SO-45083,N/A - From RDC,N/A - From RDC,FPQ-12066,4/19/2013,4/19/2013,2013,ARV,21/03/2014,Truck,Adult,N/A - From RDC,SCMS,3526.7,128.866666667,3866,56.86,45966.74,11.89,30,0.4,638
Generic,Zambia,22/10/2013,11/11/2013,600/200/300mg,Tablet.FDC,From RDC,8258,"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg, tablets, 30 Tabs",Mylan,SO-44772,N/A - From RDC,N/A - From RDC,FPQ-10728,10/5/2012,10/5/2012,2012,ARV,22/10/2013,Truck,Adult,N/A - From RDC,SCMS,4356.75,536.633333333,16099,277.62,198017.7,12.3,30,0.41,2004
Generic,Zambia,28/05/2013,28/05/2013,600/200/300mg,Tablet.FDC,From RDC,8709,"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg, tablets, 30 Tabs",Mylan,SO-44770,N/A - From RDC,N/A - From RDC,FPQ-10728,10/5/2012,10/5/2012,2012,ARV,31/05/2013,Truck,Adult,N/A - From RDC,SCMS,17650.15,8332.166666667,249965,4541.84,3239546.4,12.96,30,0.43,28182
Generic,Zambia,23/07/2013,23/07/2013,600/200/300mg,Tablet.FDC,From RDC,8247,"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg, tablets, 30 Tabs",Mylan,SO-43830,N/A - From RDC,N/A - From RDC,FPQ-11032,11/28/2012,11/28/2012,2012,ARV,18/07/2013,Truck,Adult,N/A - From RDC,SCMS,31401.08,5873.766666667,176213,2824.96,2283720.48,12.96,30,0.43,19962
