Brand,Client.Delivery.Date,Country,Dosage,Dosage.Form,Fulfill.Via,INCO,Manufacture.Site,Molecule.Type,PO.Vendor.Date.Group,PO/SO#,PQ#,PQ.Client.Date.Group,Product.Group,Rec.Delivery.Data,Sch.Delivery.Date,Shipment.Mode,Sub.Classification,Vendor.Name,Freight.Cost,Item.Throuhput,Line.Item.Insurance,Line.Item.Qty,Line.Item.Value,Pack.Price,Unit.Measure.Per.Pack,Unit.Price,Weight.KG
Generic,8/17/2010,Nigeria,150/300/200mg,Tablet - FDC,From RDC,N/A - From RDC,Aurobindo,Lamivudine/Nevirapine/Zidovudine,N/A - From RDC,SO-36930,FPQ-5688,2010,ARV,8/17/2010,8/31/2010,Air Charter,Adult,SCMS,6147.18,1333.333333333,1935.23,80000,897600,11.22,60,0.19,10519
Generic,8/17/2010,Nigeria,150/300/200mg,Tablet - FDC,From RDC,N/A - From RDC,Aurobindo,Lamivudine/Nevirapine/Zidovudine,N/A - From RDC,SO-36933,FPQ-5688,2010,ARV,8/17/2010,8/31/2010,Air Charter,Adult,SCMS,6147.18,250,362.85,15000,168300,11.22,60,0.19,1972
Generic,8/17/2010,Nigeria,300mg,Tablet,From RDC,N/A - From RDC,Aurobindo,Abacavir,N/A - From RDC,SO-36450,FPQ-5023,2010,ARV,8/17/2010,8/31/2010,Air Charter,Adult,SCMS,6147.18,38.333333333,81.52,2300,37812,16.44,60,0.27,336
Generic,9/6/2010,Côte d'Ivoire,150/300mg,Tablet - FDC,From RDC,N/A - From RDC,Hetero,Lamivudine/Zidovudine,N/A - From RDC,SO-36900,FPQ-5623,2010,ARV,9/6/2010,9/21/2010,Air,Adult,SCMS,8815.65,679.2,751.21,40752,348429.6,8.55,60,0.14,3506
Generic,9/13/2010,Ethiopia,150mg,Tablet,From RDC,N/A - From RDC,Aurobindo,Lamivudine,N/A - From RDC,SO-36680,FPQ-5581,2010,ARV,9/13/2010,9/15/2010,Air,Adult,SCMS,530.36,30,9.04,1800,4194,2.33,60,0.04,74
Generic,9/25/2010,Côte d'Ivoire,150/30mg,Tablet - FDC,From RDC,N/A - From RDC,Mylan,Lamivudine/Stavudine,N/A - From RDC,SO-37142,FPQ-5925,2010,ARV,9/25/2010,9/30/2010,Truck,Adult,SCMS,8953.21,39.6,16.8,2376,7793.28,3.28,60,0.05,189
Generic,10/29/2010,Mozambique,150/300/200mg,Tablet - FDC,From RDC,N/A - From RDC,Mylan,Lamivudine/Nevirapine/Zidovudine,N/A - From RDC,SO-36020,FPQ-5127,2010,ARV,10/29/2010,10/15/2010,Truck,Adult,SCMS,11884.42,809.183333333,1174.46,48551,544742.22,11.22,60,0.19,15664
Generic,10/15/2010,Uganda,150/300/200mg,Tablet - FDC,From RDC,N/A - From RDC,Aurobindo,Lamivudine/Nevirapine/Zidovudine,N/A - From RDC,SO-37270,FPQ-6202,2010,ARV,10/15/2010,10/29/2010,Truck,Adult,SCMS,15759.47,500,725.71,30000,336600,11.22,60,0.19,4050
Generic,12/3/2010,Tanzania,200mg,Tablet,From RDC,N/A - From RDC,Aurobindo,Nevirapine,N/A - From RDC,SO-37180,FPQ-5237,2010,ARV,12/3/2010,11/30/2010,Truck,Adult,SCMS,1979.75,1833.333333333,611.87,110000,283800,2.58,60,0.04,12543
Generic,11/10/2010,Nigeria,200mg,Tablet,From RDC,N/A - From RDC,Aurobindo,Nevirapine,N/A - From RDC,SO-37210,FPQ-5023,2010,ARV,11/10/2010,11/16/2010,Air Charter,Adult,SCMS,20264.93,5.833333333,1.95,350,903,2.58,60,0.04,40
Generic,11/23/2010,Uganda,150/300/200mg,Tablet - FDC,From RDC,N/A - From RDC,Mylan,Lamivudine/Nevirapine/Zidovudine,N/A - From RDC,SO-37510,FPQ-6202,2010,ARV,11/23/2010,11/26/2010,Air,Adult,SCMS,83195.98,1929.083333333,2799.91,115745,1298658.9,11.22,60,0.19,15500
Generic,2/22/2011,Côte d'Ivoire,150/30mg,Tablet - FDC,From RDC,N/A - From RDC,Mylan,Lamivudine/Stavudine,N/A - From RDC,SO-37130,FPQ-5925,2010,ARV,2/22/2011,2/22/2011,Air,Adult,SCMS,8758.36,566.633333333,240.42,33998,111513.44,3.28,60,0.05,7275
Generic,2/16/2011,Nigeria,300mg,Tablet,From RDC,N/A - From RDC,Aurobindo,Tenofovir Disoproxil Fumarate,N/A - From RDC,SO-38390,FPQ-6243,2010,ARV,2/16/2011,2/17/2011,Air Charter,Adult,SCMS,43548,100,42.49,3000,19710,6.57,30,0.22,2252
Generic,2/28/2011,Tanzania,200mg,Tablet,From RDC,N/A - From RDC,Aurobindo,Nevirapine,N/A - From RDC,SO-37910,FPQ-5237,2010,ARV,2/28/2011,2/28/2011,Truck,Adult,SCMS,1647,609.6,203.45,36576,94366.08,2.58,60,0.04,4145
Generic,2/23/2011,Côte d'Ivoire,600/200/300mg,Tablet - FDC,From RDC,N/A - From RDC,Mylan,Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate,N/A - From RDC,SO-38500,FPQ-6499,2010,ARV,2/23/2011,2/15/2011,Air,Adult,SCMS,7441.57,160,157.77,4800,95616,19.92,30,0.66,532
Aluvia,3/11/2011,Ethiopia,200/50mg,Tablet,From RDC,N/A - From RDC,ABBVIE,Lopinavir/Ritonavir,N/A - From RDC,SO-38430,FPQ-7000,2011,ARV,3/11/2011,3/10/2011,Air,Adult,SCMS,3600.65,22.333333333,159.9,2680,96908.8,36.16,120,0.3,549
Generic,3/22/2011,Uganda,300mg,Tablet,From RDC,N/A - From RDC,Aurobindo,Zidovudine,N/A - From RDC,SO-38880,FPQ-7166,2011,ARV,3/22/2011,3/11/2011,Air,Adult,SCMS,10648.62,166.666666667,118.96,10000,72100,7.21,60,0.12,1108
Generic,4/29/2011,Côte d'Ivoire,10mg/ml,Oral solution,From RDC,N/A - From RDC,Aurobindo,Zidovudine,N/A - From RDC,SO-38770,FPQ-6495,2010,ARV,4/29/2011,3/31/2011,Air,Pediatric,SCMS,9447.08,20.833333333,22.64,5000,10500,2.1,240,0.01,1841
Generic,5/10/2011,Nigeria,200mg,Tablet,From RDC,N/A - From RDC,Aurobindo,Nevirapine,N/A - From RDC,SO-39210,FPQ-6800,2010,ARV,5/10/2011,6/21/2011,Air Charter,Adult,SCMS,12601.07,2159.283333333,536.56,129557,325188.07,2.51,60,0.04,14710
Generic,5/11/2011,Nigeria,300mg,Tablet,From RDC,N/A - From RDC,Mylan,Tenofovir Disoproxil Fumarate,N/A - From RDC,SO-39220,FPQ-6800,2010,ARV,5/11/2011,6/21/2011,Air Charter,Adult,SCMS,12601.07,5.2,1.69,156,1024.92,6.57,30,0.22,9
Generic,5/10/2011,Nigeria,150/300/200mg,Tablet - FDC,From RDC,N/A - From RDC,Aurobindo,Lamivudine/Nevirapine/Zidovudine,N/A - From RDC,SO-38490,FPQ-6800,2010,ARV,5/10/2011,3/31/2011,Air Charter,Adult,SCMS,12601.06,2577.783333333,2863.35,154667,1735363.74,11.22,60,0.19,20339
Generic,5/20/2011,Zimbabwe,30/50/60mg,Chewable/dispersible tablet - FDC,From RDC,N/A - From RDC,Mylan,Lamivudine/Nevirapine/Zidovudine,N/A - From RDC,SO-39290,FPQ-6483,2010,ARV,5/20/2011,4/20/2011,Truck,Pediatric,SCMS,3403.99,916.666666667,503.96,55000,233750,4.25,60,0.07,5357
Generic,5/25/2011,Mozambique,150/300mg,Tablet - FDC,From RDC,N/A - From RDC,Aurobindo,Lamivudine/Zidovudine,N/A - From RDC,SO-38650,FPQ-7053,2011,ARV,5/25/2011,5/11/2011,Truck,Adult,SCMS,3936.85,750,634.84,45000,384750,8.55,60,0.14,4171
Generic,5/11/2011,Nigeria,150/300mg,Tablet - FDC,From RDC,N/A - From RDC,Aurobindo,Lamivudine/Zidovudine,N/A - From RDC,SO-39200,FPQ-6800,2010,ARV,5/11/2011,6/21/2011,Air Charter,Adult,SCMS,12601.07,2298.333333333,1879.44,137900,1139054,8.26,60,0.14,12766
Generic,5/20/2011,Zambia,200mg,Tablet,From RDC,N/A - From RDC,Hetero,Nevirapine,N/A - From RDC,SO-39130,FPQ-6482,2010,ARV,5/20/2011,4/30/2011,Truck,Adult,SCMS,3402.23,1.4,0.45,84,210.84,2.51,60,0.04,6
Generic,7/13/2011,Mozambique,150mg,Tablet,From RDC,N/A - From RDC,Aurobindo,Lamivudine,N/A - From RDC,SO-39530,FPQ-7053,2011,ARV,7/13/2011,6/30/2011,Truck,Adult,SCMS,1148.65,37.8,8.72,2268,5284.44,2.33,60,0.04,109
Generic,5/31/2011,Uganda,10mg/ml,Oral suspension,From RDC,N/A - From RDC,Aurobindo,Nevirapine,N/A - From RDC,SO-39660,FPQ-7166,2011,ARV,5/31/2011,6/15/2011,Air,Pediatric,SCMS,4605.44,83.333333333,64.35,20000,39000,1.95,240,0.01,7464
Generic,7/6/2011,Nigeria,200mg,Tablet,From RDC,N/A - From RDC,Aurobindo,Nevirapine,N/A - From RDC,SO-39380,FPQ-6800,2010,ARV,7/6/2011,6/21/2011,Air Charter,Adult,SCMS,13398.06,377.05,93.69,22623,56783.73,2.51,60,0.04,2809
Generic,6/20/2011,Côte d'Ivoire,10mg/ml,Oral suspension,From RDC,N/A - From RDC,Aurobindo,Nevirapine,N/A - From RDC,SO-39670,FPQ-6495,2010,ARV,6/20/2011,5/16/2011,Air,Pediatric,SCMS,5597.54,14.583333333,14.71,3500,6825,1.95,240,0.01,1313
Generic,6/20/2011,Haiti,10mg/ml,Oral suspension,From RDC,N/A - From RDC,Aurobindo,Nevirapine,N/A - From RDC,SO-39680,FPQ-6484,2010,ARV,6/20/2011,5/16/2011,Air,Pediatric,SCMS,14897.04,16.666666667,16.82,4000,7800,1.95,240,0.01,1496
Generic,6/26/2011,Côte d'Ivoire,15mg,Capsule,From RDC,N/A - From RDC,Aurobindo,Stavudine,N/A - From RDC,SO-39880,FPQ-6891,2010,ARV,6/26/2011,6/30/2011,Air,Adult,SCMS,2503.34,3.45,0.45,207,273.24,1.32,60,0.02,12
Generic,6/30/2011,Benin,150/300mg,Tablet - FDC,From RDC,N/A - From RDC,Aurobindo,Lamivudine/Zidovudine,N/A - From RDC,SO-39780,FPQ-7658,2011,ARV,6/30/2011,7/4/2011,Air,Adult,SCMS,6477.67,250,204.44,15000,123900,8.26,60,0.14,1440
Generic,7/20/2011,Ghana,200mg,Tablet,From RDC,N/A - From RDC,Hetero,Nevirapine,N/A - From RDC,SO-39930,FPQ-7799,2011,ARV,7/20/2011,7/4/2011,Air,Adult,SCMS,226.25,425.15,105.65,25509,64027.59,2.51,60,0.04,2216
Generic,7/21/2011,Haiti,150/300mg,Tablet - FDC,From RDC,N/A - From RDC,Hetero,Lamivudine/Zidovudine,N/A - From RDC,SO-40160,FPQ-6801,2010,ARV,7/21/2011,7/19/2011,Air,Adult,SCMS,28585.57,344.033333333,291.21,20642,176489.1,8.55,60,0.14,1778
Generic,8/5/2011,Zambia,300mg,Tablet,From RDC,N/A - From RDC,Hetero,Zidovudine,N/A - From RDC,SO-38731,FPQ-7085,2011,ARV,8/5/2011,8/18/2011,Truck,Adult,SCMS,3949.19,433.333333333,309.31,26000,187460,7.21,60,0.12,1405
Generic,11/17/2011,Mozambique,150/200/30mg,Tablet - FDC,From RDC,N/A - From RDC,Cipla,Lamivudine/Nevirapine/Stavudine,N/A - From RDC,SO-38631,FPQ-7053,2011,ARV,11/17/2011,11/17/2011,Truck,Adult,SCMS,10605.03,1354.5,745.57,81270,451861.2,5.56,60,0.09,8491
Generic,7/22/2011,Côte d'Ivoire,10mg/ml,Oral suspension,From RDC,N/A - From RDC,Aurobindo,Nevirapine,N/A - From RDC,SO-39390,FPQ-6495,2010,ARV,7/22/2011,7/22/2011,Air,Pediatric,SCMS,3545.1,2.5,2.52,600,1170,1.95,240,0.01,224
Generic,9/5/2011,Zimbabwe,600mg,Tablet,From RDC,N/A - From RDC,Hetero,Efavirenz,N/A - From RDC,SO-37840,FPQ-6470,2010,ARV,9/5/2011,9/6/2011,Truck,Adult,SCMS,1709.78,213.066666667,59.81,6392,27741.28,4.34,30,0.14,539
Generic,8/26/2011,Uganda,150mg,Tablet,From RDC,N/A - From RDC,Hetero,Lamivudine,N/A - From RDC,SO-40220,FPQ-8048,2011,ARV,8/26/2011,9/22/2011,Truck,Adult,SCMS,2070.68,32.433333333,7.48,1946,4534.18,2.33,60,0.04,195
Generic,8/30/2011,Tanzania,300mg,Tablet,From RDC,N/A - From RDC,Mylan,Tenofovir Disoproxil Fumarate,N/A - From RDC,SO-39751,FPQ-7675,2011,ARV,8/30/2011,9/30/2011,Air,Adult,SCMS,1553.64,142.633333333,46.39,4279,28113.03,6.57,30,0.22,259
Generic,8/24/2011,Uganda,150/300mg,Tablet - FDC,From RDC,N/A - From RDC,Aurobindo,Lamivudine/Zidovudine,N/A - From RDC,SO-38802,FPQ-7162,2011,ARV,8/24/2011,8/5/2011,Truck,Adult,SCMS,14406.99,533.333333333,436.13,32000,264320,8.26,60,0.14,3026
Generic,9/15/2011,Mozambique,150mg,Tablet,From RDC,N/A - From RDC,Hetero,Lamivudine,N/A - From RDC,SO-38680,FPQ-7053,2011,ARV,9/15/2011,9/30/2011,Truck,Adult,SCMS,315.51,55.95,12.91,3357,7821.81,2.33,60,0.04,181
Generic,9/30/2011,Mozambique,30mg,Capsule,From RDC,N/A - From RDC,Aurobindo,Stavudine,N/A - From RDC,SO-40410,FPQ-7053,2011,ARV,9/30/2011,9/20/2011,Truck,Adult,SCMS,888.93,8.966666667,1.24,538,753.2,1.4,60,0.02,43
Generic,9/26/2011,Zambia,300mg,Tablet,From RDC,N/A - From RDC,Hetero,Zidovudine,N/A - From RDC,SO-39050,FPQ-7233,2011,ARV,9/26/2011,9/21/2011,Truck,Adult,SCMS,3139.96,31.95,22.81,1917,13821.57,7.21,60,0.12,2629
Generic,9/26/2011,Uganda,300/300mg,Tablet - FDC,From RDC,N/A - From RDC,Mylan,Lamivudine/Tenofovir Disoproxil Fumarate,N/A - From RDC,SO-38803,FPQ-7162,2011,ARV,9/26/2011,9/30/2011,Truck,Adult,SCMS,4911.39,166.666666667,67.9,5000,41150,8.23,30,0.27,607
Generic,10/5/2011,Guyana,150mg,Tablet,From RDC,N/A - From RDC,Aurobindo,Lamivudine,N/A - From RDC,SO-40450,FPQ-8024,2011,ARV,10/5/2011,12/15/2011,Air,Adult,SCMS,1002.59,11.6,2.68,696,1621.68,2.33,60,0.04,33
Generic,10/17/2011,Nigeria,200/300mg,Tablet - FDC,From RDC,N/A - From RDC,Aurobindo,Emtricitabine/Tenofovir Disoproxil Fumarate,N/A - From RDC,SO-40721,FPQ-7812,2011,ARV,10/17/2011,12/5/2011,Air Charter,Adult,SCMS,21326.73,567.933333333,252.17,17038,152830.86,8.97,30,0.3,1722
Generic,10/14/2011,Nigeria,150/300mg,Tablet - FDC,From RDC,N/A - From RDC,Aurobindo,Lamivudine/Zidovudine,N/A - From RDC,SO-40725,FPQ-8364,2011,ARV,10/14/2011,3/2/2012,Air Charter,Adult,SCMS,21326.73,1473.883333333,1205.25,88433,730456.58,8.26,60,0.14,8935
Generic,11/8/2011,Haiti,10mg/ml,Oral suspension,From RDC,N/A - From RDC,Aurobindo,Nevirapine,N/A - From RDC,SO-38210,FPQ-6801,2010,ARV,11/8/2011,10/31/2011,Air,Pediatric,SCMS,10794.84,11.866666667,9.16,2848,5553.6,1.95,240,0.01,1066
Generic,11/21/2011,Zimbabwe,20mg/ml,Oral solution,From RDC,N/A - From RDC,Cipla,Abacavir,N/A - From RDC,SO-39540,FPQ-7559,2011,ARV,11/21/2011,11/30/2011,Truck,Pediatric,SCMS,221.96,2.466666667,13.28,592,8051.2,13.6,240,0.06,195
Generic,11/28/2011,Zambia,600mg,Tablet,From RDC,N/A - From RDC,Mylan,Efavirenz,N/A - From RDC,SO-40250,FPQ-7767,2011,ARV,11/28/2011,1/24/2012,Truck,Adult,SCMS,22168.18,7666.666666667,1601.49,230000,970600,4.22,30,0.14,18968
Generic,11/28/2011,Zambia,300mg,Tablet,From RDC,N/A - From RDC,Mylan,Abacavir,N/A - From RDC,SO-40271,FPQ-7767,2011,ARV,11/28/2011,2/28/2012,Truck,Adult,SCMS,361.73,42.466666667,63.23,2548,38321.92,15.04,60,0.25,257
Generic,12/9/2011,Zimbabwe,300mg,Tablet,From RDC,N/A - From RDC,Hetero,Zidovudine,N/A - From RDC,SO-39450,FPQ-7560,2011,ARV,12/9/2011,12/14/2011,Truck,Adult,SCMS,5216.63,308.9,214.68,18534,130108.68,7.02,60,0.12,1013
Generic,12/18/2011,Nigeria,600mg,Tablet,From RDC,N/A - From RDC,Strides,Efavirenz,N/A - From RDC,SO-40651,FPQ-8364,2011,ARV,12/18/2011,3/2/2012,Air Charter,Adult,SCMS,15322.73,364.8,76.2,10944,46183.68,4.22,30,0.14,726
Generic,1/20/2012,Zambia,10mg/ml,Oral suspension,From RDC,N/A - From RDC,Aurobindo,Nevirapine,N/A - From RDC,SO-40242,FPQ-7667,2011,ARV,1/20/2012,1/10/2012,Truck,Pediatric,SCMS,6476.69,33.333333333,25.74,8000,15600,1.95,240,0.01,3088
Generic,2/22/2012,Mozambique,150/300/200mg,Tablet - FDC,From RDC,N/A - From RDC,Mylan,Lamivudine/Nevirapine/Zidovudine,N/A - From RDC,SO-40350,FPQ-8157,2011,ARV,2/22/2012,2/29/2012,Truck,Adult,SCMS,20179.39,4166.666666667,4628.25,250000,2805000,11.22,60,0.19,32538
Generic,3/14/2012,"Congo, DRC",300mg,Tablet,From RDC,N/A - From RDC,Hetero,Zidovudine,N/A - From RDC,SO-41144,FPQ-8840,2011,ARV,3/14/2012,3/16/2012,Air,Adult,SCMS,1554.64,3.116666667,1.84,187,1312.74,7.02,60,0.12,125
Generic,3/22/2012,"Congo, DRC",150mg,Tablet,From RDC,N/A - From RDC,Hetero,Lamivudine,N/A - From RDC,SO-41387,FPQ-8840,2011,ARV,3/22/2012,3/22/2012,Air,Adult,SCMS,91.43,3.666666667,0.72,220,512.6,2.33,60,0.04,12
Generic,2/8/2012,Côte d'Ivoire,200mg,Delayed-release capsules,From RDC,N/A - From RDC,Aurobindo,Didanosine,N/A - From RDC,SO-40792,FPQ-8295,2011,ARV,2/8/2012,2/29/2012,Truck,Pediatric,SCMS,1572.97,21.666666667,11.8,650,7150,11,30,0.37,61
Generic,2/24/2012,Côte d'Ivoire,600/300mg,Tablet - FDC,From RDC,N/A - From RDC,Mylan,Abacavir/Lamivudine,N/A - From RDC,SO-40840,FPQ-8363,2011,ARV,2/24/2012,3/30/2012,Truck,Adult,SCMS,1131.63,42,46.78,1260,28350,22.5,30,0.75,122
Generic,2/24/2012,Côte d'Ivoire,600/200/300mg,Tablet - FDC,From RDC,N/A - From RDC,Mylan,Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate,N/A - From RDC,SO-40841,FPQ-8363,2011,ARV,2/24/2012,3/30/2012,Truck,Adult,SCMS,4646.14,238,197.1,7140,119452.2,16.73,30,0.56,779
Generic,2/16/2012,Nigeria,200mg,Tablet,From RDC,N/A - From RDC,Aurobindo,Nevirapine,N/A - From RDC,SO-40650,FPQ-8364,2011,ARV,2/16/2012,3/2/2012,Air Charter,Adult,SCMS,25231.96,855.916666667,207.6,51355,125819.75,2.45,60,0.04,6436
Generic,2/16/2012,Nigeria,150/300/200mg,Tablet - FDC,From RDC,N/A - From RDC,Aurobindo,Lamivudine/Nevirapine/Zidovudine,N/A - From RDC,SO-40664,FPQ-8364,2011,ARV,2/16/2012,3/16/2012,Air Charter,Adult,SCMS,25231.96,4016.266666667,4461.19,240976,2703750.72,11.22,60,0.19,30789
Generic,2/27/2012,Uganda,300mg,Tablet,From RDC,N/A - From RDC,Hetero,Zidovudine,N/A - From RDC,SO-40943,FPQ-8522,2011,ARV,2/27/2012,3/30/2012,Truck,Adult,SCMS,1933.3,73.3,50.94,4398,30873.96,7.02,60,0.12,224
Generic,3/16/2012,Zambia,600mg,Tablet,From RDC,N/A - From RDC,Strides,Efavirenz,N/A - From RDC,SO-41400,FPQ-9186,2012,ARV,3/16/2012,5/8/2012,Truck,Adult,SCMS,19949.86,2035.333333333,352.7,61060,251567.2,4.12,30,0.14,3718
Generic,3/9/2012,Uganda,300/300mg,Tablet - FDC,From RDC,N/A - From RDC,Mylan,Lamivudine/Tenofovir Disoproxil Fumarate,N/A - From RDC,SO-40942,FPQ-8522,2011,ARV,3/9/2012,3/30/2012,Truck,Adult,SCMS,3571.6,192.833333333,58.04,5785,35172.8,6.08,30,0.2,460
Generic,4/11/2012,Tanzania,30/60mg,Tablet - FDC,From RDC,N/A - From RDC,Mylan,Lamivudine/Zidovudine,N/A - From RDC,SO-40502,FPQ-8303,2011,ARV,4/11/2012,4/30/2012,Truck,Pediatric,SCMS,3279.25,567.566666667,168.01,34054,101821.46,2.99,60,0.05,1309
Generic,2/27/2012,Zambia,600mg,Tablet,From RDC,N/A - From RDC,Strides,Efavirenz,N/A - From RDC,SO-41411,FPQ-9186,2012,ARV,2/27/2012,5/8/2012,Truck,Adult,SCMS,5447.21,3323.8,575.97,99714,410821.68,4.12,30,0.14,6005
Generic,2/28/2012,Rwanda,200mg,Capsule,From RDC,N/A - From RDC,Aurobindo,Efavirenz,N/A - From RDC,SO-41420,FPQ-9190,2012,ARV,2/28/2012,3/12/2012,Air,Pediatric,SCMS,2716.08,28,30.53,2520,21772.8,8.64,90,0.1,318
Generic,4/11/2012,Tanzania,30/50/60mg,Chewable/dispersible tablet - FDC,From RDC,N/A - From RDC,Mylan,Lamivudine/Nevirapine/Zidovudine,N/A - From RDC,SO-40491,FPQ-8303,2011,ARV,4/11/2012,5/8/2012,Truck,Pediatric,SCMS,3279.25,93.383333333,39.29,5603,23812.75,4.25,60,0.07,316
Generic,4/16/2012,Zambia,600/200/300mg,Tablet - FDC,From RDC,N/A - From RDC,Mylan,Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate,N/A - From RDC,SO-40954,FPQ-8476,2011,ARV,4/16/2012,5/15/2012,Truck,Adult,SCMS,8510.81,5000,4140.68,150000,2509500,16.73,30,0.56,17001
Generic,4/16/2012,Zambia,300mg,Tablet,From RDC,N/A - From RDC,Aurobindo,Abacavir,N/A - From RDC,SO-41123,FPQ-8759,2011,ARV,4/16/2012,4/27/2012,Truck,Adult,SCMS,8510.82,250,307.67,15000,219450,14.63,60,0.24,1485
Generic,4/30/2012,Nigeria,200mg,Tablet,From RDC,N/A - From RDC,Aurobindo,Nevirapine,N/A - From RDC,SO-41253,FPQ-8952,2011,ARV,4/30/2012,7/4/2012,Air Charter,Adult,SCMS,27441.22,1458.316666667,299.32,87499,213497.56,2.44,60,0.04,9645
Generic,6/3/2012,Nigeria,600/300/300mg,Tablet - FDC,From RDC,N/A - From RDC,Mylan,Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,N/A - From RDC,SO-42330,FPQ-8952,2011,ARV,6/3/2012,6/20/2012,Air Charter,Adult,SCMS,17090,666.666666667,395.36,20000,282000,14.1,30,0.47,2334
Generic,6/3/2012,Nigeria,200mg,Capsule,From RDC,N/A - From RDC,Aurobindo,Efavirenz,N/A - From RDC,SO-42331,FPQ-9432,2012,ARV,6/3/2012,8/2/2012,Air Charter,Pediatric,SCMS,17090,22.966666667,25.04,2067,17858.88,8.64,90,0.1,307
Generic,7/25/2012,Tanzania,10mg/ml,Oral suspension,From RDC,N/A - From RDC,Aurobindo,Nevirapine,N/A - From RDC,SO-40471,FPQ-8303,2011,ARV,7/25/2012,8/15/2012,Truck,Pediatric,SCMS,3853.89,122.933333333,94.93,29504,57532.8,1.95,240,0.01,10913
Generic,7/9/2012,Nigeria,150/300/200mg,Tablet - FDC,From RDC,N/A - From RDC,Aurobindo,Lamivudine/Nevirapine/Zidovudine,N/A - From RDC,SO-42642,FPQ-9432,2012,ARV,7/9/2012,8/2/2012,Air Charter,Adult,SCMS,21347.13,3000,2475.65,180000,1765800,9.81,60,0.16,23096
Generic,8/22/2012,Mozambique,300mg,Tablet,From RDC,N/A - From RDC,Mylan,Zidovudine,N/A - From RDC,SO-41770,FPQ-9506,2012,ARV,8/22/2012,9/4/2012,Truck,Adult,SCMS,6483.81,717,423.4,43020,302000.4,7.02,60,0.12,22479
Generic,7/30/2012,Uganda,150/300/200mg,Tablet - FDC,From RDC,N/A - From RDC,Mylan,Lamivudine/Nevirapine/Zidovudine,N/A - From RDC,SO-41591,FPQ-9355,2012,ARV,7/30/2012,9/5/2012,Truck,Adult,SCMS,5081.05,81.316666667,67.1,4879,47862.99,9.81,60,0.16,637
Generic,7/31/2012,Côte d'Ivoire,150/300mg,Tablet - FDC,From RDC,N/A - From RDC,Aurobindo,Lamivudine/Zidovudine,N/A - From RDC,SO-41180,FPQ-8790,2011,ARV,7/31/2012,7/31/2012,Air,Adult,SCMS,11592.26,750,487.05,45000,347400,7.72,60,0.13,4050
Generic,7/24/2012,Nigeria,300mg,Tablet,From RDC,N/A - From RDC,Mylan,Abacavir,N/A - From RDC,SO-42801,FPQ-9432,2012,ARV,7/24/2012,8/2/2012,Air Charter,Adult,SCMS,16532.5,101.666666667,110.84,6100,79056,12.96,60,0.22,681
Generic,8/16/2012,Rwanda,300mg,Tablet,From RDC,N/A - From RDC,Hetero,Zidovudine,N/A - From RDC,SO-42750,FPQ-10119,2012,ARV,8/16/2012,8/31/2012,Air,Adult,SCMS,721.36,1.5,0.85,90,608.4,6.76,60,0.11,5
Generic,8/18/2012,Côte d'Ivoire,600/200/300mg,Tablet - FDC,From RDC,N/A - From RDC,Mylan,Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate,N/A - From RDC,SO-41480,FPQ-9261,2012,ARV,8/18/2012,8/20/2012,Truck,Adult,SCMS,4754.53,288,182.18,8640,129945.6,15.04,30,0.5,972
Generic,8/16/2012,Rwanda,300mg,Tablet,From RDC,N/A - From RDC,Aurobindo,Abacavir,N/A - From RDC,SO-42133,FPQ-9888,2012,ARV,8/16/2012,8/24/2012,Air,Adult,SCMS,18613.69,175.616666667,194.26,10537,138561.55,13.15,60,0.22,1048
Generic,8/14/2012,Nigeria,200/50mg,Tablet,From RDC,N/A - From RDC,Aurobindo,Lopinavir/Ritonavir,N/A - From RDC,SO-42933,FPQ-9432,2012,ARV,8/14/2012,8/20/2012,Air Charter,Adult,SCMS,18461.22,145.808333333,719,17497,512837.07,29.31,120,0.24,4898
Generic,8/30/2012,Côte d'Ivoire,300mg,Tablet,From RDC,N/A - From RDC,Aurobindo,Zidovudine,N/A - From RDC,SO-42920,FPQ-10324,2012,ARV,8/30/2012,8/21/2012,Air,Adult,SCMS,3028.66,150,85.3,9000,60840,6.76,60,0.11,486
Generic,9/14/2012,Rwanda,600mg,Tablet,From RDC,N/A - From RDC,Aurobindo,Efavirenz,N/A - From RDC,SO-42740,FPQ-10119,2012,ARV,9/14/2012,11/30/2012,Air,Adult,SCMS,8684.7,1708,280.89,51240,200348.4,3.91,30,0.13,4331
Generic,8/13/2012,Nigeria,200mg,Tablet,From RDC,N/A - From RDC,Strides,Nevirapine,N/A - From RDC,SO-42936,FPQ-9432,2012,ARV,8/13/2012,8/31/2012,Air,Adult,SCMS,18461.22,898.7,182.95,53922,130491.24,2.42,60,0.04,9697
Generic,8/31/2012,Côte d'Ivoire,600/200/300mg,Tablet - FDC,From RDC,N/A - From RDC,Mylan,Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate,N/A - From RDC,SO-41340,FPQ-9063,2011,ARV,8/31/2012,9/28/2012,Truck,Adult,SCMS,4869.4,288,182.18,8640,129945.6,15.04,30,0.5,979
